ts,cmc_total_mcap_usd,cmc_total_vol_24h_usd,cmc_btc_mcap_usd,cmc_eth_mcap_usd,cmc_btc_dominance,cmc_eth_dominance,cmc_total_mcap_usd_ret1,cmc_total_mcap_usd_ret7,cmc_total_mcap_usd_ret30,cmc_btc_mcap_usd_ret1,cmc_btc_mcap_usd_ret7,cmc_btc_mcap_usd_ret30,cmc_eth_mcap_usd_ret1,cmc_eth_mcap_usd_ret7,cmc_eth_mcap_usd_ret30,mc_z_30,btc_dom_z_30,mcap_vol_ratio_total,mcap_vol_ratio_btc,mcap_vol_ratio_eth
2019-08-29,250362426872.04587,57777733023.642654,,,,,-0.020423429199829552,-0.06945006456330208,-0.06520650801018146,,,,,,,-1.8775851220240833,,4.333199206164727,,
2019-08-30,252236083974.1391,46609389697.22597,,,,,0.007455914577823015,-0.0859568347585314,-0.09878695352262845,,,,,,,-1.6340169639054551,,5.411701067374228,,
2019-08-31,253239666982.21832,41437515006.55638,,,,,0.0039708505298590695,-0.06114911933033907,-0.11520671323189584,,,,,,,-1.4617673991708073,,6.111362299166586,,
2019-09-01,255610687630.87997,40858768426.90504,,,,,0.009319194874832999,-0.04611281699195264,-0.11031728924584981,,,,,,,-1.2464549648232623,,6.255956737613345,,
2019-09-02,268302618929.07764,55377452624.88631,,,,,0.04845998305911457,-0.015510508917634487,-0.08503709331340178,,,,,,,-0.542248552760884,,4.8449794313670544,,
2019-09-03,273987620464.33813,61249459522.30528,,,,,0.02096740599965102,0.020700994561616483,-0.0726488439795967,,,,,,,-0.21038258218202288,,4.473306745907852,,
2019-09-04,272159668383.06036,51986386235.61179,,,,,-0.0066940143966733616,0.06305590544477788,-0.13794315472388824,,,,,,,-0.25141755632418417,,5.2352103712226326,,
2019-09-05,271140115422.97202,48057227489.47821,,,,,-0.0037531918373649308,0.07972614280724248,-0.11011760858850704,,,,,,,-0.2595495744059912,,5.642025759441412,,
2019-09-06,265717559075.69785,61026166498.89519,,,,,-0.02020178166811955,0.05206844656129995,-0.158883910975062,,,,,,,-0.5301158159860595,,4.3541578034482695,,
2019-09-07,271683476790.89655,52913345815.79613,,,,,0.022203763738162175,0.07030135976960289,-0.13412691759614243,,,,,,,-0.07443688458194167,,5.13449816113861,,
2019-09-08,271616005391.5838,49503510206.368324,,,,,-0.0002483764548737818,0.06073378843989615,-0.1165677795371173,,,,,,,0.0003411008571991835,,5.486802941029464,,
2019-09-09,269399539775.31732,59897150223.41123,,,,,-0.008193768318782272,0.00408003706199948,-0.09391356341432237,,,,,,,-0.11245906607894918,,4.497702123898719,,
